Signal Id,SignalGrowth,Trades,ProfitTrades%,ProfitTrades,LossTrades%,LossTrades,WinRate,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1837000,72.65,150,77.33333333,116,22.66666667,34,29.31034483,232.31,-61.72,2304.95,-872.99,0.27,12.51,2.64,9.55,15.74,84
1787226,36.39,1180,84.40677966,996,15.59322034,184,18.47389558,3.27,-12.07,1258.14,-1076.17,0.08,1.57,1.17,0.15,3.43,100
1891113,42.32,35,77.14285714,27,22.85714286,8,29.62962963,11.83,-7.13,95.56,-29.24,0.43,7.17,3.27,1.89,20.71,0
1796829,-10.35,1787,71.29266928,1274,28.70733072,513,40.26687598,466,-1600.54,13176.23,-11916.94,0.05,0.35,1.11,0.7,-53.69,98
1502590,42.64,990,85.85858586,850,14.14141414,140,16.47058824,5.32,-14.19,346.75,-286.27,0.08,2.19,1.21,0.06,-0.92,99
1851333,35.61,2522,75.85249802,1913,24.14750198,609,31.83481443,565.18,-45.73,6351.16,-3150.71,0.08,13.77,2.02,1.27,0.74,99
1891661,249.93,491,87.57637475,430,12.42362525,61,14.18604651,4.85,-6.75,310,-103.04,0.33,13.82,3.01,0.42,33.96,0
1621982,38.07,448,27.00892857,121,72.99107143,327,270.2479339,144.53,-99.76,3690.46,-3480.71,0.04,0.34,1.06,0.47,21.44,0
1864523,44.03,723,75.65698479,547,24.34301521,176,32.17550274,277.88,-114.68,6311.97,-2848.26,0.17,7.66,2.22,4.79,15.27,100
1885158,45.2,321,79.75077882,256,20.24922118,65,25.390625,16.16,-10.45,283.57,-201.95,0.12,3.59,1.4,0.25,25.46,98
1588254,64.36,86,84.88372093,73,15.11627907,13,17.80821918,27.45,-16.69,368.81,-92.5,0.56,16.45,3.99,3.21,8.15,100
1667614,44.88,852,66.90140845,570,33.09859155,282,49.47368421,118.61,-204.93,7273.24,-4736.17,0.14,2.76,1.54,2.98,10,93
1744126,87.21,556,83.09352518,462,16.90647482,94,20.34632035,59,-35.67,744.42,-570.8,0.09,2.62,1.3,0.31,-3.91,99
1727733,38.27,235,71.91489362,169,28.08510638,66,39.05325444,114.45,-13.8,642.18,-270.89,0.16,7.6,2.37,1.58,8.24,99
966602,288.09,2287,78.57455181,1797,21.42544819,490,27.26766834,153.4,-68.01,8457.1,-4521.32,0.12,14.88,1.87,1.72,9.02,99
1778551,37.08,301,73.089701,220,26.910299,81,36.81818182,39.95,-20.89,1220.47,-458.63,0.33,10.75,2.66,2.53,5.75,100
1899211,28.17,168,50,84,50,84,100,60.92,-70.61,1357.01,-1510.21,-0.01,-0.34,0.9,-0.91,-4.63,81
1831762,95.89,661,90.01512859,595,9.984871407,66,11.09243697,9.9,-103.08,932.99,-741.22,0.07,0.67,1.26,0.29,20.89,0
1897678,54.29,453,87.19646799,395,12.80353201,58,14.6835443,179.33,-81.99,2925.09,-1279.04,0.2,10.63,2.29,3.63,21.17,100
1243950,270.02,578,43.7716263,253,56.2283737,325,128.458498,17155.76,-5253.1,128188.91,-66628.19,0.08,6.89,1.92,106.51,21.16,100
1741076,34.79,196,76.53061224,150,23.46938776,46,30.66666667,8.85,-16.31,280.48,-121.4,0.26,2.61,2.31,0.81,3.82,98
1889467,82.42,638,69.12225705,441,30.87774295,197,44.67120181,658.94,-62.22,9192.06,-2051.21,0.25,24.9,4.48,11.19,17.59,100
1876794,776.8,135,46.66666667,63,53.33333333,72,114.2857143,100.16,-51,1101.44,-572.83,0.28,4.6,1.92,3.92,101.49,0
798703,41.35,674,41.54302671,280,58.45697329,394,140.7142857,97.38,-98.64,4645.81,-4138.31,0.04,1,1.12,0.75,-12.32,78
1839029,89.54,309,66.34304207,205,33.65695793,104,50.73170732,29.25,-31.68,685.39,-442.24,0.14,5.11,1.55,0.79,-0.26,89
1678275,29.53,434,42.16589862,183,57.83410138,251,137.1584699,6.09,-14.82,628.79,-599.26,0.05,0.45,1.05,0.07,-17.71,100
1829097,33.63,965,74.50777202,719,25.49222798,246,34.21418637,191.3,-47.4,3755.92,-1717.99,0.2,8.94,2.19,2.11,1.35,89
1880519,39.27,716,72.34636872,518,27.65363128,198,38.22393822,872.36,-216.62,18706.12,-7747.15,0.2,11.59,2.41,15.31,15.05,99
1865690,40.3,58,63.79310345,37,36.20689655,21,56.75675676,25.35,-32.84,299.45,-124.81,0.36,3.66,2.4,3.01,5.5,100
1918696,103.7,1356,64.5280236,875,35.4719764,481,54.97142857,53.75,-83.77,5731.66,-4247.25,0.11,3.88,1.35,1.09,5.77,0
1907582,46.08,25,64,16,36,9,56.25,16.01,-17.22,116.88,-68.23,0.26,2.62,1.71,1.95,-1.92,0
1766650,35.86,205,70.24390244,144,29.75609756,61,42.36111111,72.39,-17.81,394.77,-233.34,0.1,2.72,1.69,0.79,7.66,94
1646236,84.96,348,44.25287356,154,55.74712644,194,125.974026,300,-86.4,6119.05,-3570.21,0.16,7.09,1.71,7.32,6.47,0
1759581,37.16,1404,75.28490028,1057,24.71509972,347,32.82876064,1576.84,-724.75,16492.81,-8979.61,0.08,6.32,1.84,5.35,0,67
1601679,32.76,442,57.239819,253,42.760181,189,74.70355731,1379,-198.78,8463.29,-4737.93,0.1,8.28,1.79,8.43,3.07,98
1552871,43.11,134,61.19402985,82,38.80597015,52,63.41463415,598.74,-337.5,5921.57,-5083.03,0.1,0.43,1.16,6.26,-25.37,0
1749066,79.58,1093,77.40164684,846,22.59835316,247,29.19621749,99.12,-43.06,1605.25,-1247.15,0.06,3.13,1.29,0.33,0.57,99
1728395,31.37,238,71.8487395,171,28.1512605,67,39.18128655,1.93,-2.19,79.47,-48.1,0.27,6.59,1.65,0.13,0.39,99
1215538,89.39,2389,71.53620762,1709,28.46379238,680,39.7893505,1812.18,-1355.48,31924.17,-23703.34,0.03,1.58,1.35,3.44,4.73,99
1784385,76.49,188,68.08510638,128,31.91489362,60,46.875,13.1,-10.07,159.76,-83.27,0.25,2.46,1.92,0.41,-1.07,96
1895416,41.71,66,72.72727273,48,27.27272727,18,37.5,48.4,-24.3,718.2,-362.7,0.52,11.62,1.98,5.39,16.44,0
1901642,33.83,268,65.67164179,176,34.32835821,92,52.27272727,24.09,-24.42,828.2,-564.93,0.15,2.31,1.47,0.98,6.34,0
1774504,61.91,4447,73.44277041,3266,26.55722959,1181,36.16044091,774.91,-2923.15,47635.47,-36823.01,0.05,3.6,1.29,2.43,-7.41,97
1899269,30.45,541,66.72828096,361,33.27171904,180,49.86149584,1034.9,-1421.7,17489.7,-14026.28,0.05,0.53,1.25,6.4,13.32,39
1825107,57.73,332,59.63855422,198,40.36144578,134,67.67676768,23.01,-22.95,821.27,-693.31,0.08,1.18,1.18,0.39,26.81,36
1917473,67.57,432,80.55555556,348,19.44444444,84,24.13793103,6.73,-13.56,902.78,-229.71,0.46,19.71,3.93,1.56,39.27,100
1857365,-2.63,444,70.04504505,311,29.95495495,133,42.76527331,392.93,-1098.99,6346.42,-6654.39,0,-0.11,0.95,-0.69,-25.31,98
966598,258.8,2361,78.27191868,1848,21.72808132,513,27.75974026,153.4,-68.01,7906.25,-4333.54,0.11,13.51,1.82,1.51,3.05,99
1668471,27.8,67,47.76119403,32,52.23880597,35,109.375,223.35,-40.88,652.94,-382.45,0.13,2.39,1.71,4.04,-2.04,0
1871114,44.05,165,70.3030303,116,29.6969697,49,42.24137931,39.55,-29.64,560.3,-270.86,0.21,2.1,2.07,1.75,18.09,92
1874331,133.3,1187,79.02274642,938,20.97725358,249,26.54584222,90.93,-37.46,2611,-1146,0.18,18.2,2.28,1.23,32.47,87
1614239,58.45,2814,65.88486141,1854,34.11513859,960,51.77993528,232.28,-203.3,5866.4,-4403.86,0.05,7.19,1.33,0.52,4.46,100
1891953,40.36,33,78.78787879,26,21.21212121,7,26.92307692,46.17,-20.88,284.49,-83.23,0.47,5.02,3.42,6.1,8.38,0
1815174,34.58,419,62.52983294,262,37.47016706,157,59.92366412,12.58,-21.16,849.08,-503.29,0.19,2.68,1.69,0.83,1.03,100
1833566,44.04,164,87.80487805,144,12.19512195,20,13.88888889,72,-248.64,2991.06,-1405.4,0.22,2.78,2.13,9.67,11.62,100
1647142,32.13,1110,69.27927928,769,30.72072072,341,44.34330299,9.25,-13.32,818.35,-657.72,0.09,2.41,1.24,0.14,1.29,99
1526340,0.41,4118,66.24575036,2728,33.75424964,1390,50.95307918,145.25,-487.89,16398.82,-15544.65,0.04,0.49,1.05,0.21,-20.39,98
1824514,41.46,262,67.17557252,176,32.82442748,86,48.86363636,35.65,-108.95,966.72,-800.32,0.08,0.56,1.21,0.64,22.02,100
1772347,32.4,285,68.42105263,195,31.57894737,90,46.15384615,11.21,-10.89,381.5,-223.48,0.22,4.06,1.71,0.55,6.99,86
1833583,114.92,102,50.98039216,52,49.01960784,50,96.15384615,31.04,-3.92,96.33,-38.88,0.2,4.09,2.48,0.56,39.19,0
1791253,99.46,357,75.6302521,270,24.3697479,87,32.22222222,1025.55,-231.61,7834.45,-3993.98,0.15,3.75,1.96,10.76,8.92,100
1073428,85.12,7835,70.31269943,5509,29.68730057,2326,42.22181884,2974.7,-811.27,65049.73,-49260.98,0.03,1.5,1.32,2.02,5.97,97
1823598,538.58,1399,67.19085061,940,32.80914939,459,48.82978723,777.6,-121.94,9613.09,-2867.88,0.19,8.79,3.35,4.82,39.58,99
1888990,27.27,149,54.36241611,81,45.63758389,68,83.95061728,11.85,-9.46,402.97,-265.74,0.2,1.85,1.52,0.92,3.08,59
1905607,-6.03,28,57.14285714,16,42.85714286,12,75,151.15,-1408.18,574.37,-1757.23,-0.12,-0.8,0.33,-42.25,-7.03,100
1908940,54.25,334,77.84431138,260,22.15568862,74,28.46153846,14.74,-20.04,632.97,-461.14,0.11,3.51,1.37,0.51,27.43,16
1549391,61.13,6973,75.57722644,5270,24.42277356,1703,32.31499051,675.36,-150.26,16019.33,-12875.91,0.04,2.01,1.24,0.45,-2.46,98
1783125,30.26,819,64.46886447,528,35.53113553,291,55.11363636,21.73,-52.6,973.5,-488.53,0.19,3.76,1.99,0.59,2.33,100
1853902,31.45,288,69.79166667,201,30.20833333,87,43.28358209,47.95,-17.23,593.02,-331.56,0.2,7.7,1.79,0.91,7.31,99
1928004,79.13,120,80,96,20,24,25,8.39,-16.73,163.4,-84.29,0.22,4.73,1.94,0.66,24.71,0
1165611,28.72,2641,67.09579705,1772,32.90420295,869,49.04063205,484.5,-206.25,17660.47,-14870.69,0.09,1.99,1.19,1.06,-7.29,89
1849207,40.38,888,77.02702703,684,22.97297297,204,29.8245614,23.56,-23.59,1013.78,-453.24,0.18,20.36,2.24,0.63,4.17,97
1855741,36.73,62,80.64516129,50,19.35483871,12,24,2.34,-8.66,54.44,-17.71,0.43,4.24,3.07,0.59,5.46,3
1185578,24.83,5832,69.68449931,4064,30.31550069,1768,43.50393701,11.12,-27.5,2984.1,-2859.96,0.01,0.78,1.04,0.02,-1.6,99
1789148,52.2,376,73.67021277,277,26.32978723,99,35.7400722,1052.16,-1037.76,5317.59,-4491.11,0.05,0.79,1.18,2.2,20.01,42
1904339,36.68,219,67.57990868,148,32.42009132,71,47.97297297,88.05,-73,1260.75,-916.14,0.1,3,1.38,1.57,21.45,0
1793829,74.85,1336,55.08982036,736,44.91017964,600,81.52173913,799.8,-775.8,40119.87,-34217.65,0.05,3.98,1.17,4.42,8.61,0
1830166,32.11,256,71.09375,182,28.90625,74,40.65934066,38.84,-22.45,675.97,-412.06,0.19,4.68,1.64,1.03,7.93,97
1918306,39.75,472,61.86440678,292,38.13559322,180,61.64383562,76,-22.83,1588.98,-873.96,0.15,5.6,1.82,1.51,7.84,0
1778652,39.52,453,69.31567329,314,30.68432671,139,44.26751592,389.94,-676.98,10049.32,-8229.84,0.09,0.77,1.22,4.02,-3.84,88
1766360,28.85,76,48.68421053,37,51.31578947,39,105.4054054,41.29,-36.82,368.93,-231.93,0.17,2.15,1.59,1.8,21.9,0
1894421,81.78,2423,80.89145687,1960,19.10854313,463,23.62244898,869.4,-221.68,13994.39,-7110.46,0.11,9.84,1.97,2.84,8.7,99
1836240,-0.56,263,40.30418251,106,59.69581749,157,148.1132075,100.96,-51.16,2683.45,-2689.09,0.01,-0.02,1,-0.02,-15.03,96
1911474,507.92,222,82.88288288,184,17.11711712,38,20.65217391,104.2,-82.4,1999.16,-575.58,0.27,13.35,3.47,6.41,124.45,11
1926686,168.61,1529,65.72923479,1005,34.27076521,524,52.13930348,262.75,-171,6817.25,-3127.12,0,10.52,2.18,2.41,33.44,0
1920901,57.07,161,69.56521739,112,30.43478261,49,43.75,206.51,-32.1,1481.38,-340.21,0.25,9.14,4.35,7.09,9.76,95
1831120,29.72,448,77.23214286,346,22.76785714,102,29.47976879,9.71,-22.53,557.45,-260.24,0.26,13.16,2.14,0.66,4.51,100
1904925,31.53,497,67.00201207,333,32.99798793,164,49.24924925,1634.42,-187.89,17303.43,-5794.49,0.18,14,2.99,23.16,8.7,98
1846459,33.87,194,70.6185567,137,29.3814433,57,41.60583942,2648.37,-2367.63,57432.42,-40487.87,0.13,1.25,1.42,87.34,11.13,96
1815181,27.21,170,68.23529412,116,31.76470588,54,46.55172414,56.88,-26.08,531.3,-259.16,0.19,2.07,2.05,1.6,4.55,100
1489462,54.14,422,85.78199052,362,14.21800948,60,16.57458564,51,-41.53,1410.21,-413.4,0.37,22.81,3.41,2.36,4.37,99
1859257,59.51,1434,70.50209205,1011,29.49790795,423,41.83976261,418.98,-98.76,4716.63,-2386.57,0.1,6.69,1.98,1.62,14.31,98
1858257,28.78,438,75.34246575,330,24.65753425,108,32.72727273,17.89,-49.57,770.4,-482.61,0.14,5.22,1.6,0.66,1.38,28
1910202,33.8,831,71.84115523,597,28.15884477,234,39.1959799,11.9,-3.2,279.09,-84.56,0.26,19.72,3.3,0.23,14.04,99
1856645,-22.62,176,71.02272727,125,28.97727273,51,40.8,55.84,-103.87,470.51,-516.6,0,-0.21,0.91,-0.26,-48.38,97
1860952,35.12,101,87.12871287,88,12.87128713,13,14.77272727,8.8,-15.02,242.57,-68.93,0.49,11.56,3.52,1.72,6.65,94
1901640,33.2,214,79.43925234,170,20.56074766,44,25.88235294,322,-1147.06,4601.89,-2497.74,0.1,1.22,1.84,9.83,35.18,22
1852751,8.73,78,78.20512821,61,21.79487179,17,27.86885246,3.66,-24.27,51.39,-41.08,0.07,0.41,1.25,0.13,-16.64,98
1880422,30.34,161,62.11180124,100,37.88819876,61,61,191.92,-53.55,2290.17,-1083.07,0.21,4.96,2.11,7.5,11.82,100
1804606,68.74,1354,54.94830133,744,45.05169867,610,81.98924731,1330.56,-1324.84,81335.42,-68968.03,0.06,8.15,1.18,9.13,8.21,0
1908391,8.69,79,77.21518987,61,22.78481013,18,29.50819672,2.3,-24.37,46.25,-37.56,0.06,0.34,1.23,0.11,-15.06,100
1821958,27.04,354,70.05649718,248,29.94350282,106,42.74193548,41.96,-13.13,491.02,-317.53,0.13,4.05,1.55,0.49,6.14,100
1747314,49.91,4183,57.51852737,2406,42.48147263,1777,73.85702411,903.55,-1069.2,160409.89,-113664.07,0.1,3.01,1.41,11.18,-11.42,98
1807363,13.61,363,71.62534435,260,28.37465565,103,39.61538462,6.82,-11.47,190.55,-176.94,0.08,0.4,1.08,0.04,-13.66,100
1934194,41.2,174,42.52873563,74,57.47126437,100,135.1351351,156.7,-108.72,2315.84,-1741.05,0.12,0.88,1.33,3.3,-33.05,0
1863727,27.3,644,67.85714286,437,32.14285714,207,47.36842105,10.71,-2.13,227.89,-111.96,0.17,12.32,2.04,0.18,6.13,99
911766,25.88,720,76.52777778,551,23.47222222,169,30.67150635,2.01,-3.92,149.53,-111.42,0.17,1.83,1.34,0.05,0.05,100
1859677,24.17,223,61.88340807,138,38.11659193,85,61.5942029,80.31,-58.06,1319.78,-902.36,0.16,1.12,1.46,1.87,4.57,0
1910095,52.65,273,75.45787546,206,24.54212454,67,32.52427184,14.68,-20.39,505.32,-356.27,0.12,2.86,1.42,0.55,27.28,21
1832677,76.4,2103,70.51830718,1483,29.48169282,620,41.80714767,2548.51,-520.53,16795.16,-8972.88,0.05,3.26,1.87,3.72,5.73,98
1671079,602.82,1761,62.74843839,1105,37.25156161,656,59.36651584,750.58,-1267.88,26104.37,-11248.29,0.11,11.34,2.32,8.44,18.78,98
1890208,-12.39,69,69.56521739,48,30.43478261,21,43.75,41.07,-82.31,567.95,-629.99,-0.02,-0.18,0.9,-0.9,-28.89,100
1864994,26.39,164,53.65853659,88,46.34146341,76,86.36363636,433.5,-154.3,1833.71,-1305.97,0.08,1.91,1.4,3.22,3.23,95
1570253,61.04,1294,76.19783617,986,23.80216383,308,31.23732252,7191.55,-2237.06,85470.89,-52560.27,0.09,3.83,1.63,25.43,2.85,96
1836946,50.13,129,94.57364341,122,5.426356589,7,5.737704918,16.24,-22.09,417.68,-165.28,0.35,1.88,2.53,1.96,4.23,100
1742887,26.35,659,64.64339909,426,35.35660091,233,54.69483568,314.33,-67.49,2048.07,-1133.87,0.09,2.16,1.81,1.39,7.36,100
1760395,57.66,365,92.05479452,336,7.945205479,29,8.630952381,64.9,-111.14,1841.89,-455.39,0.3,6.29,4.04,3.8,4.94,94
1759535,40.51,1328,76.43072289,1015,23.56927711,313,30.83743842,123.64,-145.78,4589.55,-3853.89,0.07,2.16,1.19,0.55,8.06,74
1705129,60.94,444,65.09009009,289,34.90990991,155,53.63321799,50.52,-18.32,887.22,-582.57,0.12,3.76,1.52,0.69,5,95
1725821,32.99,247,55.46558704,137,44.53441296,110,80.2919708,64.79,-58.2,1484.75,-1009,0.19,1.25,1.47,1.93,-26.67,0
1647478,24.67,993,72.10473313,716,27.89526687,277,38.68715084,859.34,-314.42,12419.56,-7885.79,0.11,3.56,1.57,4.57,2.64,91
1676532,54.02,116,37.06896552,43,62.93103448,73,169.7674419,1742.62,-1204.72,17116.08,-14058.95,0.11,0.96,1.22,26.35,-11.45,68
1895442,32.6,59,62.71186441,37,37.28813559,22,59.45945946,80.96,-23.21,766.7,-436.04,0.41,8.4,1.76,5.6,10.12,0
1832604,25.79,268,69.02985075,185,30.97014925,83,44.86486486,535.6,-168.72,5333.79,-3254.83,0.13,4.35,1.64,7.76,6.81,91
1395342,76.72,10950,64.69406393,7084,35.30593607,3866,54.57368718,473.76,-668.8,69186.42,-59702.86,0.04,4.23,1.16,0.87,-16.55,99
1823865,29.54,420,85.71428571,360,14.28571429,60,16.66666667,87.23,-27.01,871.56,-529.65,0.09,3.68,1.65,0.81,7.69,98
1592148,59.11,156,80.12820513,125,19.87179487,31,24.8,18.49,-6.41,331.57,-68.95,0.48,17.15,4.81,1.68,4.53,100
1895473,31.9,110,69.09090909,76,30.90909091,34,44.73684211,22.1,-16.6,615.25,-290.65,0.54,16.56,2.12,2.95,12.63,0
1193804,44.31,5188,69.58365459,3610,30.41634541,1578,43.71191136,119.61,-224.36,25782.1,-24570.07,0.02,0.51,1.05,0.23,-21.15,99
1733977,53.35,1411,72.8561304,1028,27.1438696,383,37.25680934,39.81,-33.82,5768.15,-4167.75,0.13,2.8,1.38,1.13,-5.83,100
1896793,28.57,76,63.15789474,48,36.84210526,28,58.33333333,38.4,-40.6,907.7,-653.4,0.3,4.28,1.39,3.35,9.96,0
1847696,27,1241,78.24335214,971,21.75664786,270,27.80638517,26.91,-28.85,1086.35,-815.46,0.07,2.01,1.33,0.22,9.11,94
1774551,253.33,1399,75.41100786,1055,24.58899214,344,32.60663507,610,-176.7,22349.51,-6768.73,0.28,18.26,3.3,11.14,15.22,4
1712414,25.23,705,70.21276596,495,29.78723404,210,42.42424242,12.47,-28.26,772.86,-520.53,0.09,1,1.48,0.36,3.66,100
1862221,19.4,83,71.08433735,59,28.91566265,24,40.6779661,1232.33,-855.96,4034.73,-2385.97,0.1,1.93,1.69,19.86,-3.84,0
1731576,136.42,9063,73.82765089,6691,26.17234911,2372,35.45060529,173.73,-946.32,33939.85,-30096.06,0.01,0.72,1.13,0.42,0.55,70
1788925,68.52,726,79.61432507,578,20.38567493,148,25.60553633,3259.77,-2876.28,96399.48,-37298.88,0.23,11.58,2.58,81.41,1.83,87
1906644,99.9,145,65.51724138,95,34.48275862,50,52.63157895,10.94,-5.84,125.25,-75.3,0.31,2.35,1.66,0.34,-1.43,97
1918315,31.31,506,60.07905138,304,39.92094862,202,66.44736842,102.6,-135.25,1746.69,-1270.19,0.07,1.84,1.38,0.94,11.68,0
1623230,124.9,81,81.48148148,66,18.51851852,15,22.72727273,15.49,-8.19,159.62,-32.47,0.49,9.21,4.92,1.57,4.98,0
1849973,24.83,252,69.84126984,176,30.15873016,76,43.18181818,404.06,-131.72,2290.03,-1474.62,0.1,1.75,1.55,3.24,6.38,97
1862188,15.74,194,45.87628866,89,54.12371134,105,117.9775281,72.7,-48.28,2310.34,-1984.98,0.07,0.62,1.16,1.68,1.61,98
1519656,188.51,3550,76.98591549,2733,23.01408451,817,29.8938895,886.44,-1209.16,25050.06,-19694.94,0.04,0.68,1.27,1.51,4.06,98
1730652,26.97,771,82.36057069,635,17.63942931,136,21.41732283,1043.91,-287.56,8482.1,-5364.54,0.06,4.22,1.58,4.04,5.08,100
1881631,60.63,137,76.64233577,105,23.35766423,32,30.47619048,2990.96,-1677.36,36663.06,-14926.03,0.29,8.49,2.46,158.66,18.74,90
1670231,3.65,2564,63.5725429,1630,36.4274571,934,57.3006135,51.63,-34.76,1391,-1293.59,0.04,0.84,1.08,0.04,-13.46,99
1287725,22.67,3978,71.19155354,2832,28.80844646,1146,40.46610169,29.65,-29.1,2526.26,-1255.23,0.15,8.92,2.01,0.32,2.35,86
1833606,26.57,419,80.42959427,337,19.57040573,82,24.33234421,95.77,-84.65,2387.01,-1055.29,0.29,15.25,2.26,3.18,11.06,94
1887149,45.14,698,37.82234957,264,62.17765043,434,164.3939394,703.63,-174.74,3205.31,-1538.74,0.07,4.81,2.08,2.39,20.47,94
1885162,28.02,88,73.86363636,65,26.13636364,23,35.38461538,12.82,-6.77,195.54,-59.36,0.49,7.07,3.29,1.55,13.29,0
1845080,16.36,157,46.49681529,73,53.50318471,84,115.0684932,24.77,-18.55,1143.97,-980.06,0.09,0.94,1.17,1.04,0.84,85
1357266,24.56,254,75.19685039,191,24.80314961,63,32.98429319,46.23,-53.59,782.59,-264.02,0.31,8.65,2.96,2.04,2.97,77
1886323,23.05,133,77.44360902,103,22.55639098,30,29.12621359,62.99,-113.32,1290.83,-842.55,0.14,0.83,1.53,3.37,9.88,0
1883078,41.87,743,73.0820996,543,26.9179004,200,36.83241252,557.92,-136.24,12297.93,-4976.47,0.19,26.78,2.47,9.85,13.51,99
1733589,22.4,316,69.93670886,221,30.06329114,95,42.98642534,357.75,-301.86,6003.53,-3895.67,0.15,1.78,1.54,6.67,4.06,92
1595363,20.83,2726,50.58694057,1379,49.41305943,1347,97.67947788,5.5,-5.87,1769.42,-1610.8,0.04,1.3,1.1,0.06,-4,100
1913387,-38.97,226,58.40707965,132,41.59292035,94,71.21212121,6.31,-10.41,119.85,-217.92,0.03,-0.63,0.55,-0.43,-28.51,96
1807482,52.39,339,82.00589971,278,17.99410029,61,21.94244604,8.83,-17.2,216.55,-164.18,0.09,1.78,1.32,0.15,-4.49,98
1820256,20.02,502,51.79282869,260,48.20717131,242,93.07692308,2663.49,-1076.07,12805.56,-8802.11,0.07,1.86,1.45,7.97,-4.82,92
1897014,48.33,849,69.25795053,588,30.74204947,261,44.3877551,1204.79,-442.89,15601.56,-6579.82,0.14,10.76,2.37,10.63,19.06,0
1785228,42.06,3119,54.88938762,1712,45.11061238,1407,82.18457944,803.84,-565.12,12679.74,-9940.63,0.03,2.35,1.28,0.88,4.93,100
1815172,20.71,212,70.28301887,149,29.71698113,63,42.28187919,63.84,-17.51,824.59,-310.37,0.24,8.67,2.66,2.43,1.9,100
1862964,23.73,640,77.34375,495,22.65625,145,29.29292929,20.24,-166,1199.85,-876.33,0.06,0.85,1.37,0.51,8.98,0
1751294,13.05,262,63.35877863,166,36.64122137,96,57.8313253,23.31,-31.5,566.71,-501.44,0.05,0.71,1.13,0.25,-6.11,100
1895479,28.15,105,69.52380952,73,30.47619048,32,43.83561644,15.15,-14.9,582.85,-293.1,0.58,14.1,1.99,2.76,9.71,0
1896768,19.79,86,81.39534884,70,18.60465116,16,22.85714286,778.59,-1025.57,6811.09,-3257.64,0.24,2.42,2.09,41.32,4.88,82
1868255,24.78,50,56,28,44,22,78.57142857,382.73,-195.66,1430.4,-990.37,0.12,1.33,1.44,8.8,14.85,0
1682342,41.82,6468,72.35621521,4680,27.64378479,1788,38.20512821,131.18,-136.76,11762.82,-8054.27,0.08,2.35,1.46,0.57,7.78,99
1731444,20.64,175,64.57142857,113,35.42857143,62,54.86725664,66.03,-31.9,1621.65,-589.6,0.38,15.17,2.75,5.9,2.19,97
1263823,20.69,1624,77.64778325,1261,22.35221675,363,28.78667724,123.92,-171.66,15084.35,-14818.39,0.05,0.15,1.02,0.16,-28.55,99
1045551,282.56,4507,69.20346128,3119,30.79653872,1388,44.50144277,91.3,-135.58,10089.17,-8901.17,0.1,2.44,1.13,0.26,-14.04,99
1792075,20.43,576,76.5625,441,23.4375,135,30.6122449,55.05,-45.8,1560.64,-1428.19,0.03,0.52,1.09,0.23,-0.14,0
1798091,19.2,1048,54.00763359,566,45.99236641,482,85.1590106,3946.72,-1929.23,239387.7,-188760.78,0.11,2.62,1.27,48.31,20,98
1916295,22.79,275,56.36363636,155,43.63636364,120,77.41935484,17.55,-8.9,362.75,-300.93,0.11,0.78,1.21,0.22,-7.47,28
1847849,25.59,126,70.63492063,89,29.36507937,37,41.57303371,470.12,-531.97,3792.95,-2004.14,0.16,2.42,1.89,14.2,10.13,100
1864235,32.67,1144,61.1013986,699,38.8986014,445,63.66237482,434.94,-119.42,6795.21,-3527.88,0.1,8.09,1.93,2.86,8.95,99
1919502,39.73,80,72.5,58,27.5,22,37.93103448,13.19,-7.38,91.62,-55.29,0.18,2.65,1.66,0.45,32.59,97
1895058,16.85,290,68.27586207,198,31.72413793,92,46.46464646,46.8,-62.26,814.93,-761.66,0.03,0.34,1.07,0.18,8.35,76
1903628,33.08,178,86.51685393,154,13.48314607,24,15.58441558,99.33,-53.67,485.48,-189.59,0.18,5.51,2.56,1.66,15.82,99
1789492,10.15,126,57.93650794,73,42.06349206,53,72.60273973,9188,-6959,131450,-126062,0.04,0.18,1.04,42.76,15.44,99
1805983,127,492,78.04878049,384,21.95121951,108,28.125,223.35,-185.46,4060.13,-2219.35,0.18,3.05,1.83,3.74,11.13,0
1874400,28.29,77,59.74025974,46,40.25974026,31,67.39130435,62.06,-67.99,782.09,-662.82,0.09,0.36,1.18,1.55,-12.82,0
1699275,17.21,55,38.18181818,21,61.81818182,34,161.9047619,57.75,-45.08,695.46,-609.41,0.08,0.44,1.14,1.56,-3.64,0
1914166,44.26,129,71.31782946,92,28.68217054,37,40.2173913,163.79,-48.11,1769.84,-441.93,0.3,18.47,4,10.29,33.07,100
1467928,38.06,6953,72.71681289,5056,27.28318711,1897,37.51977848,139.04,-132.97,8271.23,-6357.97,0.06,1.97,1.3,0.28,3.75,99
1851442,75.06,116,91.37931034,106,8.620689655,10,9.433962264,594,-200,2865,-776,0.27,6.41,3.69,18.01,26.06,100
1538412,97.88,518,83.59073359,433,16.40926641,85,19.63048499,87.67,-28.21,877.45,-583.81,0.06,3,1.5,0.57,2.35,98
1904540,16.38,347,66.57060519,231,33.42939481,116,50.21645022,107.43,-233.09,3976.28,-3230.49,0.08,1.07,1.23,2.15,-11.39,0
1353057,78.85,239,83.68200837,200,16.31799163,39,19.5,86.71,-62.49,1208.14,-419.93,0.28,7,2.88,3.3,1.24,100
